#tf_id	tg_id	regulatory_function
NCU01154	NCU12074	+
NCU01154	NCU12129	NaN
NCU01154	NCU12134	+
NCU01312	NCU00762	-
NCU01312	NCU01900	+
NCU01312	NCU02343	+
NCU01312	NCU04952	-
NCU01312	NCU05924	-
NCU01312	NCU07130	-
NCU01312	NCU07225	+
NCU01312	NCU07326	-
NCU01312	NCU07340	-
NCU01312	NCU08042	-
NCU01312	NCU08189	+
NCU01312	NCU09652	+
NCU01312	NCU09680	-
NCU01345	NCU03753	+
NCU01345	NCU04510	+
NCU01345	NCU04923	+
NCU01345	NCU07267	+
NCU01345	NCU07787	-
NCU01345	NCU08791	+
NCU01345	NCU09559	-
NCU01459	NCU01900	-
NCU01459	NCU02343	-
NCU01459	NCU05924	+
NCU01459	NCU07130	+
NCU01459	NCU07225	-
NCU01459	NCU08189	-
NCU01459	NCU09652	-
NCU01731	NCU00582	+
NCU01731	NCU07325	+
NCU01731	NCU08769	+
NCU01856	NCU00104	-
NCU01856	NCU00177	-
NCU01856	NCU00315	-
NCU01856	NCU00355	+
NCU01856	NCU00405	-
NCU01856	NCU00633	-
NCU01856	NCU00706	-
NCU01856	NCU00716	+
NCU01856	NCU00859	-
NCU01856	NCU00965	+
NCU01856	NCU00979	-
NCU01856	NCU01039	+
NCU01856	NCU01200	+
NCU01856	NCU01231	+
NCU01856	NCU01418	+
NCU01856	NCU01429	-
NCU01856	NCU01439	-
NCU01856	NCU01487	+
NCU01856	NCU01546	+
NCU01856	NCU01589	-
NCU01856	NCU01754	+
NCU01856	NCU01769	+
NCU01856	NCU01830	-
NCU01856	NCU01835	+
NCU01856	NCU01845	+
NCU01856	NCU01871	+
NCU01856	NCU01965	-
NCU01856	NCU02074	+
NCU01856	NCU02096	+
NCU01856	NCU02193	+
NCU01856	NCU02274	-
NCU01856	NCU02390	-
NCU01856	NCU02490	+
NCU01856	NCU02500	+
NCU01856	NCU02520	-
NCU01856	NCU02541	+
NCU01856	NCU02623	+
NCU01856	NCU02624	+
NCU01856	NCU02630	-
NCU01856	NCU02639	-
NCU01856	NCU02777	+
NCU01856	NCU02785	-
NCU01856	NCU02793	+
NCU01856	NCU02887	-
NCU01856	NCU03024	+
NCU01856	NCU03087	-
NCU01856	NCU03107	-
NCU01856	NCU03117	-
NCU01856	NCU03118	-
NCU01856	NCU03302	-
NCU01856	NCU03318	+
NCU01856	NCU03329	-
NCU01856	NCU03333	+
NCU01856	NCU03492	+
NCU01856	NCU03518	+
NCU01856	NCU03575	-
NCU01856	NCU03635	-
NCU01856	NCU03684	+
NCU01856	NCU03781	+
NCU01856	NCU03853	-
NCU01856	NCU03982	+
NCU01856	NCU04016	-
NCU01856	NCU04020	-
NCU01856	NCU04034	+
NCU01856	NCU04127	+
NCU01856	NCU04142	-
NCU01856	NCU04169	+
NCU01856	NCU04170	+
NCU01856	NCU04249	+
NCU01856	NCU04256	-
NCU01856	NCU04265	+
NCU01856	NCU04266	-
NCU01856	NCU04268	+
NCU01856	NCU04276	+
NCU01856	NCU04334	-
NCU01856	NCU04340	+
NCU01856	NCU04342	-
NCU01856	NCU04360	-
NCU01856	NCU04466	-
NCU01856	NCU04502	+
NCU01856	NCU04583	-
NCU01856	NCU04932	+
NCU01856	NCU04963	+
NCU01856	NCU05005	-
NCU01856	NCU05061	-
NCU01856	NCU05069	-
NCU01856	NCU05095	-
NCU01856	NCU05121	-
NCU01856	NCU05129	-
NCU01856	NCU05137	+
NCU01856	NCU05165	-
NCU01856	NCU05230	-
NCU01856	NCU05264	-
NCU01856	NCU05277	-
NCU01856	NCU05338	+
NCU01856	NCU05477	-
NCU01856	NCU05548	-
NCU01856	NCU05627	+
NCU01856	NCU05691	+
NCU01856	NCU05751	-
NCU01856	NCU05752	-
NCU01856	NCU05897	+
NCU01856	NCU05980	+
NCU01856	NCU06114	-
NCU01856	NCU06128	+
NCU01856	NCU06207	+
NCU01856	NCU06214	-
NCU01856	NCU06301	-
NCU01856	NCU06376	-
NCU01856	NCU06402	+
NCU01856	NCU06425	-
NCU01856	NCU06432	-
NCU01856	NCU06457	-
NCU01856	NCU06524	+
NCU01856	NCU06550	-
NCU01856	NCU06597	-
NCU01856	NCU06694	-
NCU01856	NCU06717	-
NCU01856	NCU06815	+
NCU01856	NCU06923	+
NCU01856	NCU06945	-
NCU01856	NCU06983	+
NCU01856	NCU07017	+
NCU01856	NCU07232	-
NCU01856	NCU07257	+
NCU01856	NCU07311	+
NCU01856	NCU07334	+
NCU01856	NCU07352	+
NCU01856	NCU07405	+
NCU01856	NCU07539	+
NCU01856	NCU07732	-
NCU01856	NCU07736	+
NCU01856	NCU07737	+
NCU01856	NCU07748	+
NCU01856	NCU07755	-
NCU01856	NCU07853	+
NCU01856	NCU07894	+
NCU01856	NCU08137	+
NCU01856	NCU08162	-
NCU01856	NCU08171	+
NCU01856	NCU08183	-
NCU01856	NCU08184	-
NCU01856	NCU08280	+
NCU01856	NCU08358	-
NCU01856	NCU08378	-
NCU01856	NCU08390	-
NCU01856	NCU08409	-
NCU01856	NCU08429	+
NCU01856	NCU08489	+
NCU01856	NCU08507	-
NCU01856	NCU08607	+
NCU01856	NCU08634	+
NCU01856	NCU08707	+
NCU01856	NCU08897	+
NCU01856	NCU08976	-
NCU01856	NCU09108	+
NCU01856	NCU09141	-
NCU01856	NCU09174	+
NCU01856	NCU09223	+
NCU01856	NCU09265	+
NCU01856	NCU09287	+
NCU01856	NCU09364	-
NCU01856	NCU09485	+
NCU01856	NCU09525	+
NCU01856	NCU09575	-
NCU01856	NCU09602	-
NCU01856	NCU09635	+
NCU01856	NCU09636	+
NCU01856	NCU09664	-
NCU01856	NCU09674	-
NCU01856	NCU09738	+
NCU01856	NCU09791	+
NCU01856	NCU09817	-
NCU01856	NCU09823	+
NCU01856	NCU09883	+
NCU01856	NCU09911	-
NCU01856	NCU09992	+
NCU01856	NCU10014	+
NCU01856	NCU10021	+
NCU01856	NCU10039	+
NCU01856	NCU10040	-
NCU01856	NCU10051	+
NCU01856	NCU10107	-
NCU01856	NCU10387	+
NCU01856	NCU10468	-
NCU01856	NCU10539	+
NCU01856	NCU11307	-
NCU01856	NCU11338	+
NCU01856	NCU11356	-
NCU01856	NCU12151	-
NCU01856	NCU15834	+
NCU01856	NCU16329	-
NCU01856	NCU16558	-
NCU01856	NCU16673	+
NCU01958	NCU02500	+
NCU01994	NCU00021	-
NCU01994	NCU00585	-
NCU01994	NCU00696	+
NCU01994	NCU00843	-
NCU01994	NCU01747	+
NCU01994	NCU01786	-
NCU01994	NCU03979	-
NCU01994	NCU04266	+
NCU01994	NCU04502	+
NCU01994	NCU05488	+
NCU01994	NCU06203	-
NCU01994	NCU06512	-
NCU01994	NCU06597	+
NCU01994	NCU07743	-
NCU01994	NCU07794	+
NCU01994	NCU08162	-
NCU01994	NCU08457	+
NCU01994	NCU09055	+
NCU01994	NCU09355	+
NCU01994	NCU09821	+
NCU01994	NCU09873	+
NCU02265	NCU00489	-
NCU02265	NCU00552	+
NCU02265	NCU00902	+
NCU02265	NCU01489	-
NCU02265	NCU01555	-
NCU02265	NCU02289	-
NCU02265	NCU02356	+
NCU02265	NCU02596	-
NCU02265	NCU03071	-
NCU02265	NCU03753	+
NCU02265	NCU04510	-
NCU02265	NCU04923	+
NCU02265	NCU05495	+
NCU02265	NCU06977	-
NCU02265	NCU07290	-
NCU02265	NCU07569	-
NCU02265	NCU08457	+
NCU02265	NCU08726	+
NCU02265	NCU08791	-
NCU02265	NCU08907	-
NCU02265	NCU08949	-
NCU02307	NCU01900	-
NCU02307	NCU02343	-
NCU02307	NCU07130	-
NCU02307	NCU07225	-
NCU02307	NCU08189	-
NCU02307	NCU09652	-
NCU02356	NCU00018	+
NCU02356	NCU00104	-
NCU02356	NCU00130	+
NCU02356	NCU00175	+
NCU02356	NCU00206	+
NCU02356	NCU00225	+
NCU02356	NCU00240	-
NCU02356	NCU00246	-
NCU02356	NCU00261	+
NCU02356	NCU00290	+
NCU02356	NCU00306	-
NCU02356	NCU00315	+
NCU02356	NCU00321	+
NCU02356	NCU00326	+
NCU02356	NCU00355	+
NCU02356	NCU00365	-
NCU02356	NCU00373	-
NCU02356	NCU00399	-
NCU02356	NCU00420	-
NCU02356	NCU00435	-
NCU02356	NCU00461	+
NCU02356	NCU00475	+
NCU02356	NCU00486	-
NCU02356	NCU00489	+
NCU02356	NCU00499	+
NCU02356	NCU00519	+
NCU02356	NCU00537	-
NCU02356	NCU00550	-
NCU02356	NCU00552	+
NCU02356	NCU00565	-
NCU02356	NCU00577	+
NCU02356	NCU00582	+
NCU02356	NCU00585	+
NCU02356	NCU00607	-
NCU02356	NCU00627	-
NCU02356	NCU00634	+
NCU02356	NCU00635	+
NCU02356	NCU00682	-
NCU02356	NCU00696	-
NCU02356	NCU00710	+
NCU02356	NCU00716	-
NCU02356	NCU00744	-
NCU02356	NCU00782	+
NCU02356	NCU00793	-
NCU02356	NCU00801	+
NCU02356	NCU00821	+
NCU02356	NCU00828	+
NCU02356	NCU00835	-
NCU02356	NCU00855	-
NCU02356	NCU00859	+
NCU02356	NCU00870	+
NCU02356	NCU00884	+
NCU02356	NCU00890	+
NCU02356	NCU00899	-
NCU02356	NCU00900	-
NCU02356	NCU00902	-
NCU02356	NCU00915	-
NCU02356	NCU00935	+
NCU02356	NCU00951	+
NCU02356	NCU01084	+
NCU02356	NCU01107	+
NCU02356	NCU01140	+
NCU02356	NCU01154	+
NCU02356	NCU01189	+
NCU02356	NCU01195	+
NCU02356	NCU01207	+
NCU02356	NCU01219	+
NCU02356	NCU01227	+
NCU02356	NCU01231	+
NCU02356	NCU01258	+
NCU02356	NCU01271	-
NCU02356	NCU01297	+
NCU02356	NCU01301	+
NCU02356	NCU01328	+
NCU02356	NCU01337	+
NCU02356	NCU01386	-
NCU02356	NCU01391	-
NCU02356	NCU01393	-
NCU02356	NCU01417	+
NCU02356	NCU01424	+
NCU02356	NCU01426	-
NCU02356	NCU01427	+
NCU02356	NCU01430	-
NCU02356	NCU01451	-
NCU02356	NCU01452	+
NCU02356	NCU01483	-
NCU02356	NCU01487	+
NCU02356	NCU01489	+
NCU02356	NCU01504	-
NCU02356	NCU01535	-
NCU02356	NCU01549	+
NCU02356	NCU01554	-
NCU02356	NCU01559	-
NCU02356	NCU01560	-
NCU02356	NCU01570	-
NCU02356	NCU01629	-
NCU02356	NCU01632	+
NCU02356	NCU01640	-
NCU02356	NCU01650	-
NCU02356	NCU01692	+
NCU02356	NCU01698	-
NCU02356	NCU01704	+
NCU02356	NCU01744	+
NCU02356	NCU01754	-
NCU02356	NCU01765	+
NCU02356	NCU01776	+
NCU02356	NCU01797	-
NCU02356	NCU01835	-
NCU02356	NCU01843	+
NCU02356	NCU01871	-
NCU02356	NCU01872	-
NCU02356	NCU01886	-
NCU02356	NCU01898	-
NCU02356	NCU01906	+
NCU02356	NCU01911	-
NCU02356	NCU01924	-
NCU02356	NCU01949	+
NCU02356	NCU01970	+
NCU02356	NCU01985	+
NCU02356	NCU01992	+
NCU02356	NCU02010	-
NCU02356	NCU02015	-
NCU02356	NCU02043	-
NCU02356	NCU02078	-
NCU02356	NCU02086	+
NCU02356	NCU02095	+
NCU02356	NCU02099	-
NCU02356	NCU02133	+
NCU02356	NCU02134	+
NCU02356	NCU02136	+
NCU02356	NCU02138	-
NCU02356	NCU02175	-
NCU02356	NCU02181	+
NCU02356	NCU02191	-
NCU02356	NCU02193	-
NCU02356	NCU02202	-
NCU02356	NCU02207	+
NCU02356	NCU02208	+
NCU02356	NCU02209	+
NCU02356	NCU02249	-
NCU02356	NCU02252	+
NCU02356	NCU02264	+
NCU02356	NCU02265	+
NCU02356	NCU02274	+
NCU02356	NCU02278	+
NCU02356	NCU02295	-
NCU02356	NCU02307	+
NCU02356	NCU02330	-
NCU02356	NCU02343	+
NCU02356	NCU02344	+
NCU02356	NCU02356	+
NCU02356	NCU02364	+
NCU02356	NCU02366	+
NCU02356	NCU02373	+
NCU02356	NCU02382	+
NCU02356	NCU02393	+
NCU02356	NCU02399	+
NCU02356	NCU02400	-
NCU02356	NCU02403	-
NCU02356	NCU02429	-
NCU02356	NCU02431	+
NCU02356	NCU02455	+
NCU02356	NCU02480	+
NCU02356	NCU02493	+
NCU02356	NCU02500	+
NCU02356	NCU02509	+
NCU02356	NCU02512	-
NCU02356	NCU02523	-
NCU02356	NCU02571	+
NCU02356	NCU02573	-
NCU02356	NCU02580	+
NCU02356	NCU02583	+
NCU02356	NCU02590	-
NCU02356	NCU02606	+
NCU02356	NCU02611	-
NCU02356	NCU02623	-
NCU02356	NCU02637	+
NCU02356	NCU02639	+
NCU02356	NCU02657	+
NCU02356	NCU02663	+
NCU02356	NCU02677	+
NCU02356	NCU02701	+
NCU02356	NCU02704	-
NCU02356	NCU02708	+
NCU02356	NCU02713	-
NCU02356	NCU02736	+
NCU02356	NCU02786	+
NCU02356	NCU02797	+
NCU02356	NCU02829	+
NCU02356	NCU02855	+
NCU02356	NCU02875	+
NCU02356	NCU02877	-
NCU02356	NCU02884	+
NCU02356	NCU02904	-
NCU02356	NCU02905	+
NCU02356	NCU02913	-
NCU02356	NCU02941	-
NCU02356	NCU02954	+
NCU02356	NCU03013	+
NCU02356	NCU03035	+
NCU02356	NCU03038	+
NCU02356	NCU03071	+
NCU02356	NCU03076	+
NCU02356	NCU03100	+
NCU02356	NCU03108	+
NCU02356	NCU03117	-
NCU02356	NCU03151	+
NCU02356	NCU03154	-
NCU02356	NCU03184	-
NCU02356	NCU03222	-
NCU02356	NCU03273	-
NCU02356	NCU03280	-
NCU02356	NCU03310	+
NCU02356	NCU03318	+
NCU02356	NCU03368	+
NCU02356	NCU03388	-
NCU02356	NCU03393	+
NCU02356	NCU03415	+
NCU02356	NCU03500	-
NCU02356	NCU03523	-
NCU02356	NCU03534	-
NCU02356	NCU03559	+
NCU02356	NCU03569	-
NCU02356	NCU03588	-
NCU02356	NCU03608	+
NCU02356	NCU03643	+
NCU02356	NCU03686	-
NCU02356	NCU03699	-
NCU02356	NCU03702	+
NCU02356	NCU03732	-
NCU02356	NCU03735	-
NCU02356	NCU03746	+
NCU02356	NCU03748	+
NCU02356	NCU03749	+
NCU02356	NCU03753	+
NCU02356	NCU03757	+
NCU02356	NCU03781	-
NCU02356	NCU03813	+
NCU02356	NCU03826	+
NCU02356	NCU03830	-
NCU02356	NCU03887	-
NCU02356	NCU03888	-
NCU02356	NCU03893	-
NCU02356	NCU03922	+
NCU02356	NCU03963	+
NCU02356	NCU03967	+
NCU02356	NCU03982	+
NCU02356	NCU03989	+
NCU02356	NCU04005	-
NCU02356	NCU04050	-
NCU02356	NCU04069	+
NCU02356	NCU04142	+
NCU02356	NCU04169	+
NCU02356	NCU04172	-
NCU02356	NCU04174	-
NCU02356	NCU04179	+
NCU02356	NCU04197	-
NCU02356	NCU04214	+
NCU02356	NCU04225	-
NCU02356	NCU04272	+
NCU02356	NCU04276	-
NCU02356	NCU04284	-
NCU02356	NCU04295	+
NCU02356	NCU04304	+
NCU02356	NCU04331	+
NCU02356	NCU04380	+
NCU02356	NCU04385	+
NCU02356	NCU04390	+
NCU02356	NCU04410	-
NCU02356	NCU04415	+
NCU02356	NCU04417	+
NCU02356	NCU04448	+
NCU02356	NCU04449	+
NCU02356	NCU04456	+
NCU02356	NCU04482	-
NCU02356	NCU04487	+
NCU02356	NCU04493	-
NCU02356	NCU04502	+
NCU02356	NCU04510	+
NCU02356	NCU04533	+
NCU02356	NCU04542	+
NCU02356	NCU04568	-
NCU02356	NCU04569	+
NCU02356	NCU04605	+
NCU02356	NCU04635	-
NCU02356	NCU04639	-
NCU02356	NCU04656	+
NCU02356	NCU04667	+
NCU02356	NCU04675	+
NCU02356	NCU04770	+
NCU02356	NCU04774	-
NCU02356	NCU04779	+
NCU02356	NCU04819	-
NCU02356	NCU04847	-
NCU02356	NCU04854	+
NCU02356	NCU04869	-
NCU02356	NCU04880	-
NCU02356	NCU04899	+
NCU02356	NCU04905	+
NCU02356	NCU04906	-
NCU02356	NCU04907	+
NCU02356	NCU04908	-
NCU02356	NCU04910	+
NCU02356	NCU04914	+
NCU02356	NCU04924	-
NCU02356	NCU04932	+
NCU02356	NCU04947	-
NCU02356	NCU04952	+
NCU02356	NCU04963	-
NCU02356	NCU05079	+
NCU02356	NCU05133	-
NCU02356	NCU05134	-
NCU02356	NCU05136	-
NCU02356	NCU05137	-
NCU02356	NCU05221	+
NCU02356	NCU05232	-
NCU02356	NCU05259	+
NCU02356	NCU05298	NaN
NCU02356	NCU05317	+
NCU02356	NCU05318	+
NCU02356	NCU05338	-
NCU02356	NCU05351	-
NCU02356	NCU05395	-
NCU02356	NCU05422	+
NCU02356	NCU05430	+
NCU02356	NCU05488	-
NCU02356	NCU05495	-
NCU02356	NCU05498	+
NCU02356	NCU05502	-
NCU02356	NCU05525	-
NCU02356	NCU05526	+
NCU02356	NCU05548	+
NCU02356	NCU05554	+
NCU02356	NCU05591	+
NCU02356	NCU05598	+
NCU02356	NCU05599	+
NCU02356	NCU05638	-
NCU02356	NCU05663	+
NCU02356	NCU05667	-
NCU02356	NCU05686	+
NCU02356	NCU05755	-
NCU02356	NCU05786	-
NCU02356	NCU05810	+
NCU02356	NCU05814	+
NCU02356	NCU05822	+
NCU02356	NCU05826	+
NCU02356	NCU05828	+
NCU02356	NCU05841	+
NCU02356	NCU05855	+
NCU02356	NCU05924	+
NCU02356	NCU05937	+
NCU02356	NCU05956	+
NCU02356	NCU05969	+
NCU02356	NCU05974	+
NCU02356	NCU05980	+
NCU02356	NCU05989	+
NCU02356	NCU06005	-
NCU02356	NCU06009	+
NCU02356	NCU06022	-
NCU02356	NCU06031	+
NCU02356	NCU06069	+
NCU02356	NCU06110	+
NCU02356	NCU06111	-
NCU02356	NCU06116	-
NCU02356	NCU06123	-
NCU02356	NCU06130	-
NCU02356	NCU06138	+
NCU02356	NCU06142	-
NCU02356	NCU06143	+
NCU02356	NCU06185	+
NCU02356	NCU06211	+
NCU02356	NCU06226	+
NCU02356	NCU06227	-
NCU02356	NCU06233	-
NCU02356	NCU06255	-
NCU02356	NCU06265	-
NCU02356	NCU06294	+
NCU02356	NCU06315	-
NCU02356	NCU06323	+
NCU02356	NCU06326	+
NCU02356	NCU06407	+
NCU02356	NCU06418	-
NCU02356	NCU06419	+
NCU02356	NCU06432	+
NCU02356	NCU06438	-
NCU02356	NCU06440	+
NCU02356	NCU06457	+
NCU02356	NCU06459	+
NCU02356	NCU06464	+
NCU02356	NCU06482	+
NCU02356	NCU06512	+
NCU02356	NCU06534	+
NCU02356	NCU06606	+
NCU02356	NCU06607	-
NCU02356	NCU06627	-
NCU02356	NCU06651	-
NCU02356	NCU06660	-
NCU02356	NCU06661	+
NCU02356	NCU06687	+
NCU02356	NCU06696	+
NCU02356	NCU06703	-
NCU02356	NCU06707	-
NCU02356	NCU06738	+
NCU02356	NCU06743	+
NCU02356	NCU06781	+
NCU02356	NCU06785	+
NCU02356	NCU06837	-
NCU02356	NCU06843	+
NCU02356	NCU06863	+
NCU02356	NCU06923	-
NCU02356	NCU06926	-
NCU02356	NCU06970	-
NCU02356	NCU06977	+
NCU02356	NCU06986	-
NCU02356	NCU06995	-
NCU02356	NCU07014	+
NCU02356	NCU07027	+
NCU02356	NCU07029	-
NCU02356	NCU07033	+
NCU02356	NCU07035	-
NCU02356	NCU07063	-
NCU02356	NCU07082	-
NCU02356	NCU07095	+
NCU02356	NCU07143	+
NCU02356	NCU07147	-
NCU02356	NCU07182	+
NCU02356	NCU07200	+
NCU02356	NCU07221	-
NCU02356	NCU07232	-
NCU02356	NCU07277	+
NCU02356	NCU07296	-
NCU02356	NCU07305	+
NCU02356	NCU07307	+
NCU02356	NCU07308	+
NCU02356	NCU07318	+
NCU02356	NCU07325	+
NCU02356	NCU07329	-
NCU02356	NCU07340	+
NCU02356	NCU07352	-
NCU02356	NCU07402	+
NCU02356	NCU07408	+
NCU02356	NCU07439	-
NCU02356	NCU07453	+
NCU02356	NCU07458	+
NCU02356	NCU07468	-
NCU02356	NCU07487	+
NCU02356	NCU07521	-
NCU02356	NCU07546	-
NCU02356	NCU07550	+
NCU02356	NCU07569	-
NCU02356	NCU07583	-
NCU02356	NCU07659	+
NCU02356	NCU07705	+
NCU02356	NCU07723	+
NCU02356	NCU07737	-
NCU02356	NCU07746	+
NCU02356	NCU07760	+
NCU02356	NCU07807	+
NCU02356	NCU07817	-
NCU02356	NCU07823	-
NCU02356	NCU07853	-
NCU02356	NCU07856	-
NCU02356	NCU07914	-
NCU02356	NCU07930	+
NCU02356	NCU07959	+
NCU02356	NCU08002	+
NCU02356	NCU08017	+
NCU02356	NCU08037	+
NCU02356	NCU08042	+
NCU02356	NCU08131	+
NCU02356	NCU08159	-
NCU02356	NCU08162	+
NCU02356	NCU08166	-
NCU02356	NCU08171	-
NCU02356	NCU08176	+
NCU02356	NCU08188	+
NCU02356	NCU08189	+
NCU02356	NCU08193	+
NCU02356	NCU08216	-
NCU02356	NCU08229	-
NCU02356	NCU08267	-
NCU02356	NCU08269	-
NCU02356	NCU08280	-
NCU02356	NCU08288	-
NCU02356	NCU08291	+
NCU02356	NCU08336	+
NCU02356	NCU08344	+
NCU02356	NCU08351	+
NCU02356	NCU08384	+
NCU02356	NCU08397	+
NCU02356	NCU08398	+
NCU02356	NCU08409	+
NCU02356	NCU08429	+
NCU02356	NCU08431	+
NCU02356	NCU08454	+
NCU02356	NCU08455	+
NCU02356	NCU08457	-
NCU02356	NCU08471	+
NCU02356	NCU08500	+
NCU02356	NCU08535	+
NCU02356	NCU08550	+
NCU02356	NCU08620	+
NCU02356	NCU08621	-
NCU02356	NCU08641	-
NCU02356	NCU08650	-
NCU02356	NCU08669	+
NCU02356	NCU08687	+
NCU02356	NCU08709	-
NCU02356	NCU08726	+
NCU02356	NCU08769	+
NCU02356	NCU08779	+
NCU02356	NCU08791	+
NCU02356	NCU08807	-
NCU02356	NCU08809	+
NCU02356	NCU08847	+
NCU02356	NCU08909	-
NCU02356	NCU08955	+
NCU02356	NCU08957	-
NCU02356	NCU08963	+
NCU02356	NCU08976	+
NCU02356	NCU08977	+
NCU02356	NCU08998	+
NCU02356	NCU09004	-
NCU02356	NCU09005	-
NCU02356	NCU09046	-
NCU02356	NCU09089	+
NCU02356	NCU09090	-
NCU02356	NCU09108	-
NCU02356	NCU09109	+
NCU02356	NCU09112	-
NCU02356	NCU09133	+
NCU02356	NCU09138	+
NCU02356	NCU09144	-
NCU02356	NCU09161	-
NCU02356	NCU09174	-
NCU02356	NCU09175	-
NCU02356	NCU09187	-
NCU02356	NCU09209	+
NCU02356	NCU09223	+
NCU02356	NCU09239	+
NCU02356	NCU09243	-
NCU02356	NCU09265	+
NCU02356	NCU09266	+
NCU02356	NCU09267	-
NCU02356	NCU09269	+
NCU02356	NCU09274	-
NCU02356	NCU09306	+
NCU02356	NCU09345	+
NCU02356	NCU09347	-
NCU02356	NCU09352	-
NCU02356	NCU09354	-
NCU02356	NCU09355	-
NCU02356	NCU09364	-
NCU02356	NCU09416	+
NCU02356	NCU09475	+
NCU02356	NCU09522	-
NCU02356	NCU09559	-
NCU02356	NCU09568	-
NCU02356	NCU09598	+
NCU02356	NCU09644	-
NCU02356	NCU09652	+
NCU02356	NCU09663	-
NCU02356	NCU09680	+
NCU02356	NCU09686	-
NCU02356	NCU09689	+
NCU02356	NCU09693	-
NCU02356	NCU09705	+
NCU02356	NCU09709	+
NCU02356	NCU09711	+
NCU02356	NCU09731	-
NCU02356	NCU09740	-
NCU02356	NCU09777	+
NCU02356	NCU09791	-
NCU02356	NCU09793	-
NCU02356	NCU09819	-
NCU02356	NCU09864	-
NCU02356	NCU09868	-
NCU02356	NCU09874	+
NCU02356	NCU09968	+
NCU02356	NCU09976	+
NCU02356	NCU09990	-
NCU02356	NCU10007	+
NCU02356	NCU10014	+
NCU02356	NCU10040	+
NCU02356	NCU10045	+
NCU02356	NCU10051	-
NCU02356	NCU10058	+
NCU02356	NCU10284	-
NCU02356	NCU10498	+
NCU02356	NCU10733	+
NCU02356	NCU10776	+
NCU02356	NCU10941	-
NCU02356	NCU10970	+
NCU02356	NCU10997	+
NCU02356	NCU11424	+
NCU02356	NCU20004	+
NCU02356	NCU20030	+
NCU02356	NCU20036	-
NCU02356	NCU20162	-
NCU02356	NCU20193	+
NCU02356	NCU20238	+
NCU02356	NCU20272	-
NCU02356	NCU20294	+
NCU02356	NCU20320	-
NCU02356	NCU20328	-
NCU02356	NCU20349	+
NCU02356	NCU20352	-
NCU02356	NCU20465	-
NCU02356	NCU20474	-
NCU02356	NCU20549	-
NCU02356	NCU20590	-
NCU02356	NCU20591	-
NCU02356	NCU20629	-
NCU02356	NCU20632	+
NCU02356	NCU20633	+
NCU02356	NCU20640	-
NCU02356	NCU20664	-
NCU02356	NCU20674	+
NCU02356	NCU20689	+
NCU02356	NCU20736	-
NCU02356	NCU20756	-
NCU02356	NCU20757	-
NCU02356	NCU20768	+
NCU02356	NCU20784	-
NCU02356	NCU20798	-
NCU02356	NCU20850	+
NCU02356	NCU20870	-
NCU02356	NCU20902	-
NCU02356	NCU20925	-
NCU02356	NCU20939	-
NCU02356	NCU20953	+
NCU02356	NCU21000	-
NCU02356	NCU21003	-
NCU02356	NCU21035	-
NCU02356	NCU21177	+
NCU02356	NCU21390	-
NCU02356	NCU21410	-
NCU02356	NCU21432	-
NCU02356	NCU21455	-
NCU02356	NCU21498	-
NCU02356	NCU21573	+
NCU02356	NCU21633	+
NCU02356	Unknown2	+
NCU02671	NCU00115	-
NCU02671	NCU00121	+
NCU02671	NCU00136	-
NCU02671	NCU00204	+
NCU02671	NCU00236	+
NCU02671	NCU00237	+
NCU02671	NCU00242	+
NCU02671	NCU00246	+
NCU02671	NCU00248	+
NCU02671	NCU00281	+
NCU02671	NCU00300	+
NCU02671	NCU00306	+
NCU02671	NCU00308	-
NCU02671	NCU00312	-
NCU02671	NCU00355	-
NCU02671	NCU00356	+
NCU02671	NCU00378	-
NCU02671	NCU00552	+
NCU02671	NCU00573	+
NCU02671	NCU00582	+
NCU02671	NCU00584	+
NCU02671	NCU00585	+
NCU02671	NCU00586	+
NCU02671	NCU00629	+
NCU02671	NCU00654	+
NCU02671	NCU00687	+
NCU02671	NCU00691	+
NCU02671	NCU00716	+
NCU02671	NCU00717	+
NCU02671	NCU00733	+
NCU02671	NCU00743	-
NCU02671	NCU00748	+
NCU02671	NCU00754	+
NCU02671	NCU00793	-
NCU02671	NCU00805	+
NCU02671	NCU00824	-
NCU02671	NCU00848	+
NCU02671	NCU00855	+
NCU02671	NCU00859	+
NCU02671	NCU00878	+
NCU02671	NCU00899	+
NCU02671	NCU00911	-
NCU02671	NCU00941	+
NCU02671	NCU00999	+
NCU02671	NCU01038	+
NCU02671	NCU01060	+
NCU02671	NCU01068	+
NCU02671	NCU01088	+
NCU02671	NCU01127	+
NCU02671	NCU01305	+
NCU02671	NCU01324	+
NCU02671	NCU01391	-
NCU02671	NCU01427	+
NCU02671	NCU01475	+
NCU02671	NCU01504	-
NCU02671	NCU01652	+
NCU02671	NCU01781	+
NCU02671	NCU01809	-
NCU02671	NCU01810	+
NCU02671	NCU01833	+
NCU02671	NCU01849	-
NCU02671	NCU01873	+
NCU02671	NCU01883	+
NCU02671	NCU01901	+
NCU02671	NCU01903	+
NCU02671	NCU01911	+
NCU02671	NCU01924	+
NCU02671	NCU01957	-
NCU02671	NCU01958	-
NCU02671	NCU02019	+
NCU02671	NCU02033	+
NCU02671	NCU02049	-
NCU02671	NCU02074	+
NCU02671	NCU02086	-
NCU02671	NCU02096	+
NCU02671	NCU02100	+
NCU02671	NCU02175	-
NCU02671	NCU02190	+
NCU02671	NCU02196	+
